ID,credit_scores,scaled_credit_scores
5008804,0.09009649224661241,5.7516218710876394
5008805,0.09009649224661241,5.7516218710876394
5008806,0.09747059418163917,6.229622592929751
5008808,0.11175349065228501,7.155462089470436
5008809,0.11175349065228501,7.155462089470436
5008810,0.08667483912549505,5.529825010100596
5008811,0.14099711593491315,9.051079225976125
5008812,0.14136840856554922,9.075146990026914
5008813,0.14136840856554922,9.075146990026914
5008814,0.14136840856554922,9.075146990026914
5008815,0.18805821148900032,12.101652413564238
5112956,0.036522332618231235,2.2788617709307375
5008819,0.07597790941237323,4.836433439246482
5008820,0.07597790941237323,4.836433439246482
5008821,0.08228809224575773,5.245469275188253
5008822,0.05304446696312959,3.349852138682564
5008823,0.07597790941237323,4.836433439246482
5008824,0.05304446696312959,3.349852138682564
5008825,0.05027538644664786,3.1703560458186955
5008826,0.13325164027616335,8.549005483503581
5008830,0.06603102192819221,4.191660768701138
5008831,0.01022250266887792,0.574066012629349
5008832,0.11539396390762,7.391443210863859
5008834,0.146708560483912,9.421303917909778
5008835,0.09090004122459772,5.803709161837991
5008836,0.05271164187368793,3.3282779003004492
5008837,0.05271164187368793,3.3282779003004492
5008838,0.10837719292620902,6.936605235518857
5008839,0.13052198426495631,8.372064948203956
5008840,0.17124963412477068,11.012094365135717
5008841,0.3344435458400062,21.590576773900708
5008842,0.10837719292620902,6.936605235518857
5008843,0.17124963412477068,11.012094365135717
5008844,0.060840789079135836,3.8552218273578918
5008846,0.024901063421962966,1.5255530814818201
5008847,0.08070958268127726,5.1431478375536095
5008849,0.05146595739864912,3.2475307010479204
5008850,0.024901063421962966,1.5255530814818201
5008851,0.05146595739864912,3.2475307010479204
5008852,0.08070958268127726,5.1431478375536095
5008853,0.060840789079135836,3.8552218273578918
5008854,0.05187689823470709,3.274168523253371
5008855,0.025872067708129998,1.5884950849676913
5008856,0.06336092281281269,4.018580803739036
5008857,0.025872067708129998,1.5884950849676913
5008858,0.05187689823470709,3.274168523253371
5008859,0.06336092281281269,4.018580803739036
5008860,0.08400923556660336,5.357036454080926
5008861,0.025872067708129998,1.5884950849676913
5008862,0.05187689823470709,3.274168523253371
5008863,0.06336092281281269,4.018580803739036
5008864,0.025872067708129998,1.5884950849676913
5008865,0.05187689823470709,3.274168523253371
5008866,0.025872067708129998,1.5884950849676913
5008867,0.025872067708129998,1.5884950849676913
5112846,0.08400923556660336,5.357036454080926
5008868,0.2248674684324089,14.487685525724794
5008870,0.0545976593543962,3.450532477892225
5008872,0.09807318789056207,6.268683651534661
5008873,0.1940895842058944,12.492615345427172
5008874,0.1940895842058944,12.492615345427172
5008875,0.0639400267807887,4.0561192209121595
5008876,0.05691450019903854,3.6007136939765823
5008877,0.0639400267807887,4.0561192209121595
5008878,0.05691450019903854,3.6007136939765823
5008879,0.0639400267807887,4.0561192209121595
5008880,0.1940895842058944,12.492615345427172
5008881,0.05691450019903854,3.6007136939765823
5008882,0.05691450019903854,3.6007136939765823
5008884,0.17083273112978636,10.98507006654363
5008888,0.11714901603236928,7.505208411005163
5008889,0.11714901603236928,7.505208411005163
5008890,0.0883325578883859,5.637280910799393
5112847,0.11714901603236928,7.505208411005163
5008891,0.11364770212966158,7.2782478146320075
5008892,0.11364770212966158,7.2782478146320075
5008893,0.11364770212966158,7.2782478146320075
5008894,0.14289132741228971,9.173864951137697
5008895,0.08708280815297542,5.556270195065908
5008896,0.11364770212966158,7.2782478146320075
5008897,0.10483938352537996,6.707278944366908
5008898,0.11364770212966158,7.2782478146320075
5008899,0.14289132741228971,9.173864951137697
5008900,0.10483938352537996,6.707278944366908
5008901,0.14289132741228971,9.173864951137697
5008902,0.11364770212966158,7.2782478146320075
5008903,0.08708280815297542,5.556270195065908
5008904,0.11364770212966158,7.2782478146320075
5008905,0.11364770212966158,7.2782478146320075
5008906,0.08708280815297542,5.556270195065908
5008907,0.10483938352537996,6.707278944366908
5008908,0.11364770212966158,7.2782478146320075
5008909,0.11364770212966158,7.2782478146320075
5008910,0.08708280815297542,5.556270195065908
5008911,0.11364770212966158,7.2782478146320075
5008912,0.11364770212966158,7.2782478146320075
5008913,0.11364770212966158,7.2782478146320075
5008914,0.11364770212966158,7.2782478146320075
5008915,0.08708280815297542,5.556270195065908
5008916,0.11364770212966158,7.2782478146320075
5008917,0.11364770212966158,7.2782478146320075
5008918,0.14289132741228971,9.173864951137697
5008919,0.11364770212966158,7.2782478146320075
5008920,0.10483938352537996,6.707278944366908
5008921,0.08708280815297542,5.556270195065908
5008922,0.08708280815297542,5.556270195065908
5008923,0.14289132741228971,9.173864951137697
5008924,0.14289132741228971,9.173864951137697
5008925,0.11364770212966158,7.2782478146320075
5008926,0.10483938352537996,6.707278944366908
5008927,0.08708280815297542,5.556270195065908
5008928,0.14289132741228971,9.173864951137697
5008929,0.08708280815297542,5.556270195065908
5008930,0.11364770212966158,7.2782478146320075
5008931,0.08708280815297542,5.556270195065908
5008932,0.14289132741228971,9.173864951137697
5008933,0.08708280815297542,5.556270195065908
5008934,0.14289132741228971,9.173864951137697
5008935,0.11364770212966158,7.2782478146320075
5008936,0.10483938352537996,6.707278944366908
5008937,0.10483938352537996,6.707278944366908
5008938,0.08708280815297542,5.556270195065908
5008939,0.14289132741228971,9.173864951137697
5008940,0.11364770212966158,7.2782478146320075
5008941,0.11364770212966158,7.2782478146320075
5008942,0.06362981987358425,4.036011128174817
5008943,0.10435746973339859,6.676040545106574
5008944,0.10435746973339859,6.676040545106574
5008945,0.2675513814486341,17.254522953871565
5008946,0.2675513814486341,17.254522953871565
5008947,0.05291051307635034,3.3411690400302523
5008948,0.05114169364069654,3.226511421448281
5008949,0.0777065876173827,4.948489041014382
5008950,0.05114169364069654,3.226511421448281
5008951,0.08402062587530446,5.357774791552947
5008952,0.08402062587530446,5.357774791552947
5008953,0.11345899440930005,7.266015487584625
5008954,0.0574557318986183,3.635797171986846
5008955,0.06336092281281269,4.018580803739036
5008956,0.05187689823470709,3.274168523253371
5008957,0.025872067708129998,1.5884950849676913
5008958,0.05187689823470709,3.274168523253371
5008959,0.025872067708129998,1.5884950849676913
5008960,0.06336092281281269,4.018580803739036
5008962,0.06336092281281269,4.018580803739036
5008963,0.025872067708129998,1.5884950849676913
5008966,0.1085287224644913,6.946427615154713
5008967,0.07928509718186316,5.050810478649025
5008971,0.07928509718186316,5.050810478649025
5008973,0.05272020320517701,3.3288328590829237
5008974,0.013810540373780697,0.8066481803362588
5008975,0.046112991298869366,2.9005431380557103
5008976,0.12443472758494722,7.9774795311972415
5008977,0.02188981812650237,1.330359492139526
5008978,0.12443472758494722,7.9774795311972415
5008979,0.12443472758494722,7.9774795311972415
5008980,0.013810540373780697,0.8066481803362588
5008981,0.19671009847178855,12.662481143558482
5008983,0.19671009847178855,12.662481143558482
5008984,0.2232749924484746,14.384458763124574
5008986,0.19671009847178855,12.662481143558482
5008987,0.2232749924484746,14.384458763124574
5008988,0.19671009847178855,12.662481143558482
5008991,0.1706954909517413,10.976173945395686
5008992,0.1706954909517413,10.976173945395686
5008993,0.1706954909517413,10.976173945395686
5008994,0.19993911623436944,12.871791081901376
5008995,0.14413059697505515,9.254196325829588
5112861,0.1706954909517413,10.976173945395686
5008998,0.07221063027179699,4.592232563744259
5008999,0.23540454198703253,15.170714972509252
5009000,0.1006276133106001,6.434265468199037
5009001,0.10916012629028349,6.98735619020857
5009002,0.10916012629028349,6.98735619020857
5009005,0.07410248154288276,4.714865296674285
5009006,0.07991650100765535,5.091739053702882
5009007,0.10916012629028349,6.98735619020857
5009008,0.07991650100765535,5.091739053702882
5009009,0.07991650100765535,5.091739053702882
5009010,0.07991650100765535,5.091739053702882
5009012,0.053351607030969195,3.369761434136781
5009014,0.053351607030969195,3.369761434136781
5009016,0.12401502391027264,7.95027368820485
5009018,0.1531853418305339,9.841138927810215
5009019,0.12401502391027264,7.95027368820485
5009020,0.12401502391027264,7.95027368820485
5009022,0.12401502391027264,7.95027368820485
5009023,0.1531853418305339,9.841138927810215
5009024,0.0947713986276445,6.05465655169916
